web-scraper-order,web-scraper-start-url,bookurl,bookurl-href,booktitle,bookseries,booknumber,bookauthor,bookcoverart,booktagline,publication,wikipagetext
"1585612531-572","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Maid_Mary_Anne","https://babysittersclub.fandom.com/wiki/Maid_Mary_Anne","Maid Mary Anne","The Baby-Sitters Club","66","Ann M. Martin, Nola Thacker","Hodges Soileau","Mary Anne's a baby-sitter — not a housekeeper!","August 1993 (original)",""
"1585612326-264","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Missing_Ring","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Missing_Ring","Stacey and the Missing Ring","The Baby-Sitters Club Mystery","1","Ann M. Martin, Ellen Miles","Hodges Soileau","Stacey has to find that ring — or business is over for the Baby-sitters Club!","August 1991","At the meeting, Stacey claims that she didn't steal the ring and the rest of the club believes her, but some of the BSC clients don't and they end up getting less jobs and even cancellations. The Prezziosos end up leaving a dinner party early after meeting the Gardellas there because they believe in the BSC and were upset over what the Gardellas were saying about the club."
"1585612955-1354","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Clue_in_the_Photograph","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Clue_in_the_Photograph","Claudia and the Clue in the Photograph","The Baby-Sitter's Club Mystery","16","Ann M. Martin, Ellen Miles","Hodges Soileau","Has Claudia caught a thief — on film?","August 1994","Then the Baby-sitters learn that the bank has been robbed. And it happened the very same day that Claudia was there! Though the police suspect the heist was an inside job, they don't have a single lead. But Claudia thinks her photos might contain a significant clue..."
"1585612514-525","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Trouble_with_Twins","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Trouble_with_Twins","Mallory and the Trouble with Twins","The Baby-Sitters Club","21","Ann M. Martin","Hodges Soileau","The Arnold twins aren't just bad — they're double trouble!","February 1989","Mallory knows she's a good baby-sitter. She's been looking after her seven younger brothers and sisters for years. So when Kristy offers her a steady job baby-sitting for the Arnold twins, Mal thinks it'll be easy money."
"1585612808-1086","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_Schafer,_Undercover_Baby-sitter","https://babysittersclub.fandom.com/wiki/Dawn_Schafer,_Undercover_Baby-sitter","Dawn Schafer, Undercover Baby-sitter","The Baby-Sitters Club Mystery","26","Ann M. Martin, Ellen Miles","Hodges Soileau","Dawn's a detective in disguise...as a baby-sitter!","October 1996","Dawn Schafer, Undercover Baby-sitter is the 26th book in The Baby-Sitters Club Mystery series."
"1585612661-790","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Haunted_Mansion","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Haunted_Mansion","Kristy and the Haunted Mansion","The Baby-Sitters Club, Mystery","9","Ann M. Martin, Ellen Miles","Hodges Soileau","Kristy's team isn't afraid of ghosts — right?","June 1993","As everyone explores the house, it turns out to be quite cool. There is a lot of old-fashioned furniture, pictures, and even bells on the wall that were used to signal servants back in the olden days. Even though Kristy, Bart, Charlie, and the kids have a great time exploring the house, they’re creeped out of the fact that the house hasn’t been lived in for a long time, but there’s no dust or mustiness & the house appears to be well kept up. Jackie Rodowsky (after hearing a story from Shea about the house) is convinced that the house is haunted."
"1585612559-622","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn","Little Miss Stoneybrook ...and Dawn","The Baby-Sitters Club","15","Ann M. Martin","Hodges Soileau","Everybody in Stoneybrook has gone beauty-pageant crazy!","August 1988 (original)
 July 1996 (reprint)","Five BSC Charges (Karen Brewer, Claire & Margo Pike, Myriah Perkins, & Charlotte Johanssen) decide they want to compete in the Little Miss Stoneybrook Pageant. Kristy helps prepare Karen, Dawn helps Claire & Margo, Mary Anne helps Myriah, and Claudia works with Charlotte. The baby-sitters are intensely competitive as each would like her charge to win the pageant. But with crazy talents, stage fright, and intense pageant competitors, things get a little crazy. Eventually, Charlotte develops stage fright and runs off the stage, Claire, Karen & Margo flub up their interview questions, and Myriah goes on to win first runner up. Her prize is a shopping spree at Toy City. Other known competitors are Sabrina Bouvier (grand prize winner) and Lisa Shermer (second runner up)."
"1585612747-971","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Graduation_Day","https://babysittersclub.fandom.com/wiki/Graduation_Day","Graduation Day","Baby-sitters Club: Friends Forever","Super Special #2","Ann M. Martin","null","null","October 2000","It’s hard to believe, but it’s been almost fifteen years since Kristy, Claudia, Mary Anne, and Stacey formed the Baby-sitters Club. When I first began working on the series, I thought I was going to write four books, one about each of the girls. But to my surprise, a total of 213 books about Kristy and her friends followed. I’ve had a lot of fun working on the series; in fact, these have been fifteen fabulous years. But now it’s time to say good-bye to the members of the BSC."
"1585612539-588","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Maggie,_Diary_Three","https://babysittersclub.fandom.com/wiki/Maggie,_Diary_Three","Maggie, Diary Three","California Diaries","13","Ann M. Martin","null","Life. Camera. Action.","December 1999","Maggie and her friends have been sticking by Sunny’s side since her mom’s death, but Maggie’s dad doesn’t give up the demanding goals he’s set for her, and right now he’s harping on her to finish reading the script for his newest production, ""Love Conquers All"", a new Romeo-and-Juliet flick. She could care less that teen star Tyler Kendall has the lead and will be at her home for the launch party."
"1585612243-136","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Mistake","https://babysittersclub.fandom.com/wiki/Stacey%27s_Mistake","Stacey's Mistake","The Baby-Sitters Club","18","Ann M. Martin","Hodges Soileau","Stacey has never been so wrong in her life!","November 1988 (original) 
 October 1996 (reprint)","But what a mistake! The Baby-sitters are way out of place in the big city. Mary Anne sounds like a walking guide book; Dawn's afraid of everything; Kristy can't keep her mouth shut; and Claudia's jealous of Stacey's friends."
"1585612366-316","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/New_York,_New_York!","https://babysittersclub.fandom.com/wiki/New_York,_New_York!","New York, New York!","Super Special","6","Ann M. Martin","Hodges Soileau (cover art) 
 Henry R. Martin (interior art)","They're not sleeping until they see all of it —","June 1991","Is New York as good as they've always dreamed? You bet!"
"1585612804-1079","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","Dawn, Diary Three","California Diaries","11","Ann M. Martin","null","Missing. Losing. Hurt.","February 1999","I'm so mad at Sunny."
"1585613051-1523","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Abby%27s_Book","https://babysittersclub.fandom.com/wiki/Abby%27s_Book","Abby's Book","Baby-Sitters Club Portrait Collection","null","Ann M. Martin","Hodges Soileau (cover)
Angelo Tillery (interior)","null","March 1997","So, I guess this makes me an official SMS student — I'm writing my autobiography just like every other eighth-grader here. This hasn't been easy. It's a big job, plus it's very emotional for me. Looking through all the family photos has made me remember some pretty difficult times. My family has been through a lot, but it hasn't all been bad. There was the period when my sister and I had to be color-coded so people could tell us apart!"
"1585612559-619","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn","Little Miss Stoneybrook ...and Dawn","The Baby-Sitters Club","15","Ann M. Martin","Hodges Soileau","Everybody in Stoneybrook has gone beauty-pageant crazy!","August 1988 (original)
 July 1996 (reprint)","Dawn's a little jealous when there's a formal ceremony to welcome Jessi and Mallory into the Baby-sitters Club. Don't people know that Dawn's a special baby-sitter, too?"
"1585612514-524","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Trouble_with_Twins","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Trouble_with_Twins","Mallory and the Trouble with Twins","The Baby-Sitters Club","21","Ann M. Martin","Hodges Soileau","The Arnold twins aren't just bad — they're double trouble!","February 1989","Mallory and the Trouble with Twins is the 21st book in the original The Baby-Sitters Club series. Mallory sits for troublesome twins and her parents let her get her ears pierced."
"1585613047-1515","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Abby%27s_Lucky_Thirteen","https://babysittersclub.fandom.com/wiki/Abby%27s_Lucky_Thirteen","Abby's Lucky Thirteen","The Baby-Sitters Club","96","Ann M. Martin, Nola Thacker","Hodges Soileau","Who ever said thirteen wasn't lucky?","April 1996","Abby's Lucky Thirteen is the 96th book in The Baby-Sitters Club series by Ann M. Martin."
"1585612620-717","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","Kristy and the Vampires","The Baby-Sitters Club Mystery","15","Ann M. Martin, Ellen Miles","Hodges Soileau","Strange things happen when Hollywood comes to Stoneybrook.","June 1994","Kristy is determined to find out how the glass got switched. She is able to convince one of the movie staffers to show her where the receipts for the purchases are kept, but she doesn’t find any clues. The next day, another stunt is supposed to take place, but this time, Derek is replaced with a stunt double, who is disappointed since the stunt requires flying on wires. As the stuntwoman is being hoisted on the wires that Derek would’ve been using, they break and she falls down. The stuntwoman is okay, but bruised & shaken up."
"1585612873-1210","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia,_Queen_of_the_Seventh_Grade","https://babysittersclub.fandom.com/wiki/Claudia,_Queen_of_the_Seventh_Grade","Claudia, Queen of the Seventh Grade","The Baby-Sitters Club","106","Ann M. Martin, Peter Lerangis","Hodges Soileau","Claudia rules!","March 1997","Dear Reader,"
"1585612693-846","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi%27s_Secret_Language","https://babysittersclub.fandom.com/wiki/Jessi%27s_Secret_Language","Jessi's Secret Language","The Baby-Sitters Club","16","Ann M. Martin","Hodges Soileau","Jessi's learning a secret language for a very special child.","September 1988 (original) 
 August 1996 (reprint)","Soon all the kids in Stoneybrook want to learn to sign...which keeps the members of the Baby-sitters Club busy. Jessi's the busiest of all: she's working on another super secret, just for Matt."
"1585612915-1282","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_New_Girl","https://babysittersclub.fandom.com/wiki/Claudia_and_the_New_Girl","Claudia and the New Girl","The Baby-Sitters Club","12","Ann M. Martin","Hodges Soileau","Claudia might give up the Club — and it's all the new girl's fault!","April 1988 (original) 
 April 1996 (reprint)
 November 10, 2020 (reprint)","The Baby-sitters are sick of Ashley Wyeth, and they think Claudia's a traitor. Claudia's got to decide: either the Baby-sitters Club or the new girl - one of them's got to go!"
"1585613005-1454","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_European_Vacation","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_European_Vacation","Baby-sitters' European Vacation","Super Special","15","Ann M. Martin, Peter Lerangis","Hodges Soileau (cover)
Angelo Tillery (interior)","Look out, London — Prepare yourself, Paris — The BSC is headed your way!","July 1998","This time, the Baby-sitters are going to have plenty to write home about."
"1585612930-1315","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Little_Liar","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Little_Liar","Claudia and the Little Liar","The Baby-Sitters Club","128","Ann M. Martin, Suzanne Weyn","Hodges Soileau","Will Haley's lies bring down the BSC?","March 1999","Almost everyone lies once in a while. But a good rule of thumb is to remember that in the long run your lie is going to cause more trouble than telling the truth, as difficult as the truth might seem. If Haley had only told the truth and asked for help, she would have saved herself and the BSC a lot of trouble!"
"1585612174-30","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/The_Truth_About_Stacey","https://babysittersclub.fandom.com/wiki/The_Truth_About_Stacey","The Truth About Stacey","The Baby-Sitters Club","3","Ann M. Martin","Dale Dyer (original) 
 Hodges Soileau (1995 reprint)","Stacey's different...and it's harder on her than anyone knows.","December 1986 (original) 
 September 1995 (reprint) 
 May 5, 2020 (reprint)","The BSC later learns from the kids they sit for their sitters are unreliable. Jamie Newton reveals that one of his sitters from the agency brought her boyfriend over and burned a hole in a chair with a cigarette while Charlotte Johanssen says that her sitters ignore her."
"1585612313-238","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_Money","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_Money","Stacey and the Mystery Money","The Baby-Sitters Club Mystery","10","Ann M. Martin, Ellen Miles","Hodges Soileau","Stacey's in trouble — and it isn't her fault!","August 1993","The girls also decide to stake out various public copy machines around Stoneybrook. They notice Stacey’s English teacher, Mr. Fiske looking at new copy machines and think he could be the suspect, but nobody thinks so. Kristy thinks it might be a new boy in school named Terry Hoyt & his family, who are responsible for all the fake money. They showed up right around the time that the counterfeiting started, they move around a lot, and there’s a closet in their house that Terry’s younger brother, Georgie wouldn’t let Kristy open when she was babysitting. Kristy also found a school ID card belonging to Terry’s twin sister, Tasha with a different name."
"1585612257-161","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Emergency","https://babysittersclub.fandom.com/wiki/Stacey%27s_Emergency","Stacey's Emergency","The Baby-Sitters Club","43","Ann M. Martin","Hodges Soileau","Stacey just can't win.","April 1991","Then it happens: Stacey ends up in the hospital because of her diabetes."
"1585612221-118","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Starring_the_Baby-sitters_Club!","https://babysittersclub.fandom.com/wiki/Starring_the_Baby-sitters_Club!","Starring the Baby-sitters Club!","Super Special","9","Ann M. Martin","Hodges Soileau (cover)
Angelo Tillery (interior)","It's showtime —","December 1992","SMS is putting on a school play — Peter Pan! It's going to be a big production, with real costumes, programs, and even a director."
"1585612559-621","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn","Little Miss Stoneybrook ...and Dawn","The Baby-Sitters Club","15","Ann M. Martin","Hodges Soileau","Everybody in Stoneybrook has gone beauty-pageant crazy!","August 1988 (original)
 July 1996 (reprint)","The only trouble is...Kristy, Mary Anne, and Claudia are helping Karen, Myriah, and Charlotte enter the contest, too. And nobody's sure where the competition is fiercer: at the pageant — or in the Baby-sitters Club!"
"1585612832-1133","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Surfer_Ghost","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Surfer_Ghost","Dawn and the Surfer Ghost","The Baby-Sitters Club Mystery","12","Ann M. Martin, Ellen Miles","Hodges Soileau","Beware, Dawn — this beach is haunted!","December 1993","Can Dawn solve her California mystery without the help of the BSC?"
"1585612661-794","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Haunted_Mansion","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Haunted_Mansion","Kristy and the Haunted Mansion","The Baby-Sitters Club, Mystery","9","Ann M. Martin, Ellen Miles","Hodges Soileau","Kristy's team isn't afraid of ghosts — right?","June 1993","The next day, the girls & Karen go over to the sewing store to confirm it and the woman is in fact Dorothy Sawyer. Dorothy faked her own death because as much as she loved Will, she knew that she would have the same overprotected life as his wife that she’d have as her father’s daughter. Dorothy ended up spending her life traveling & doing things that she wanted to do, but she had been lonely. In the end, Dorothy decides to visit Will."
"1585612620-719","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","Kristy and the Vampires","The Baby-Sitters Club Mystery","15","Ann M. Martin, Ellen Miles","Hodges Soileau","Strange things happen when Hollywood comes to Stoneybrook.","June 1994","Not long after the meeting, Kristy is able to investigate Carson Fraser’s trailer to see if she can find any evidence, but there’s nothing but some postcards he’s been writing to a friend along with some roses from a fan who has been hanging around the set all day. There isn’t anything that proves Carson had anything to do with Derek’s accidents. None of the BSC’s investigating has gotten them any closer to solving the mystery until Kristy overhears a conversation between Sheila Mayberry, a reporter from Variety magazine, and the fan of Carson Fraser whose note and flowers that Kristy had seen in his trailer. The girl’s name is revealed to be Lindsey Rockaway, who is a member of the family that supplied the glass."
"1585612555-615","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Logan_Bruno,_Boy_Baby-sitter","https://babysittersclub.fandom.com/wiki/Logan_Bruno,_Boy_Baby-sitter","Logan Bruno, Boy Baby-sitter","Readers' Request","null","Ann M. Martin, Peter Lerangis","Hodges Soileau","Is Logan too cool for baby-sitting?","July 1993","Poor Logan. The kids at school are always busting him for being a ""boy baby-sitter."" And then Logan blows a track event that causes SMS to lose the meet. He's feeling pretty bummed..."
"1585612408-399","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_Breaks_the_Rules","https://babysittersclub.fandom.com/wiki/Mary_Anne_Breaks_the_Rules","Mary Anne Breaks the Rules","Baby-Sitters Club","79","Ann M. Martin","Hodges Soileau","Boyfriends and baby-sitting don't mix!","October 1994","Of course, before Halloween, we had to make our costumes. We almost never bought them. When I was in sixth grade, I decided to be a leprechaun, and I sewed the costume by myself. In seventh grade, I dressed as a hippie. I can't remember my earlier costumes, but I do remember that one year, my sister and her friend Cathy dressed up as Raggedy Ann and Raggedy Andy. After i got too old to go trick-or-treating, I liked handing out the candy instead. And I still do."
"1585612507-509","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mallory_on_Strike","https://babysittersclub.fandom.com/wiki/Mallory_on_Strike","Mallory on Strike","The Baby-Sitters Club","47","Ann M. Martin, Jahnna Beecham and Malcolm Hillgartner","Hodges Soileau","How could Mallory ever get tired of baby-sitting?","September 1991","Mallory couldn't imagine not being in a big family like hers. There's always someone to do things with, and she likes to help take care of her younger brothers and sisters."
"1585612313-239","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_Money","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_Money","Stacey and the Mystery Money","The Baby-Sitters Club Mystery","10","Ann M. Martin, Ellen Miles","Hodges Soileau","Stacey's in trouble — and it isn't her fault!","August 1993","Stacey doesn’t want to believe that the Hoyts are responsible because Stacey likes Terry and she doesn’t see him as being capable of doing something like that. The BSC follow Mr. Fiske one day after school, but it’s unsuccessful. After Stacey gets home, she gets a phone call from Terry & she ends up telling him everything that they’ve been up to. Terry seems to know a lot about counterfeiting, but he doesn’t come right out and confess that his family’s responsible."
"1585612752-988","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Good-bye_Stacey,_Good-bye","https://babysittersclub.fandom.com/wiki/Good-bye_Stacey,_Good-bye","Good-bye Stacey, Good-bye","The Baby-Sitters Club","13","Ann M. Martin","Hodges Soileau","How do you say good-bye to your very best friend?","May 1988 (original) 
 May 1996 (reprint)
 December 1, 2020 (reprint)","After this book was first published, I received thousands of letters from readers wanting to know why I moved Stacey back to New York City. Stacey was — and still is — one of the most popular members of the Baby-sitters Club, and readers were disappointed that she had left. I never intended to write Stacey out of the series, and in fact planned to feature her in upcoming books. But readers wanted Stacey back!"
"1585612253-155","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Ex-Best_Friend","https://babysittersclub.fandom.com/wiki/Stacey%27s_Ex-Best_Friend","Stacey's Ex-Best Friend","The Baby-Sitters Club","51","Ann M. Martin","Hodges Soileau","Is Stacey's friend Laine super mature or just a super snob?","February 1992","When her best friend Laine comes to Stoneybrook for a visit, Stacey realizes that life in New York City may have changed Laine for the worse, making her too mature and snobby for her own good."
"1585612927-1306","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Middle_School_Mystery","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Middle_School_Mystery","Claudia and the Middle School Mystery","The Baby-Sitters Club","40","Ann M. Martin, Ellen Miles","Hodges Soileau","How could anyone accuse Claudia of cheating?","January 1991","But then, Claudia's math teacher calls her to his desk and accuses her of copying off Shawna Riverson's test!"
"1585612444-441","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Playground_Fight","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Playground_Fight","Mary Anne and the Playground Fight","The Baby-Sitters Club","120","Ann M. Martin, Diane Molleson","Hodges Soileau","It's not the kids who are fighting — it's the baby-sitters!","June 1998","In Mary Anne and the Playground Fight, the members of the Baby-sitters Club find themselves in an unusual situation. While they’re good about sharing the jobs they get at club meetings, they’re now fiercely competing for a limited number of jobs that they all want badly. Competition can be difficult, especially when friends are competing against one another. You may find yourself competing against a friend in sports, in school, in contests, or, like the members of the BSC, for a job. An important thing to remember when you’re competing against a friend is that both your friendship and the competition are important, so it’s your responsibility to do your best, honestly. You’re not being fair to your friend if you don’t do your best in order to let her win. And you’re not being fair to anyone if, like Kristy, you don’t play by the rules. Try keeping things out in the open. If you and a friend are competing against each other, talk about it. Tell each other what you’re afraid of, and what you hope for. Then go for it. Mary Anne and her friends might have had an easier time if they had been honest with themselves and with one another from the beginning."
"1585612198-85","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/The_Baby-Sitters_Club","https://babysittersclub.fandom.com/wiki/The_Baby-Sitters_Club","The Baby-Sitters Club","null","null","null","null","null","null","Prequel: The Summer Before"
"1585612773-1026","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Ducky_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Ducky_(California_Diaries)","Ducky (California Diaries)","California Diaries","5","Ann M. Martin","null","Guys. Girls. Nowhere.","February 1998","I SHOULD know, but I don't."
"1585612884-1228","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_Kishi,_Live_From_WSTO!","https://babysittersclub.fandom.com/wiki/Claudia_Kishi,_Live_From_WSTO!","Claudia Kishi, Live From WSTO!","Baby-Sitters Club","85","Ann M. Martin","Hodges Soileau","Stoneybrook's newest deejay is making waves on the air!","May 1995","Dear Reader:"
"1585613023-1469","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Baby-sitters_at_Shadow_Lake","https://babysittersclub.fandom.com/wiki/Baby-sitters_at_Shadow_Lake","Baby-sitters at Shadow Lake","Super Special","8","Ann M. Martin","Hodges Soileau(cover)
Angelo Tillery (interior)","Campfires, ghost stories — summer vacations are the best!","July 1992","The Baby-sitters don't know where to begin. They just hope the fun never ends!"
"1585612531-569","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Maid_Mary_Anne","https://babysittersclub.fandom.com/wiki/Maid_Mary_Anne","Maid Mary Anne","The Baby-Sitters Club","66","Ann M. Martin, Nola Thacker","Hodges Soileau","Mary Anne's a baby-sitter — not a housekeeper!","August 1993 (original)",""
"1585612804-1081","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","Dawn, Diary Three","California Diaries","11","Ann M. Martin","null","Missing. Losing. Hurt.","February 1999","I miss her. I miss her a lot. I'm mad at her and I miss her."
"1585612285-196","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_vs._the_BSC","https://babysittersclub.fandom.com/wiki/Stacey_vs._the_BSC","Stacey vs. the BSC","Baby-Sitters Club","83","Ann M. Martin","Hodges Soileau","Stacey could never outgrow the BSC...could she?","March 1995","Dear Reader,"
"1585612765-1010","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Two","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Two","Ducky, Diary Two","California Diaries","10","Ann M. Martin","null","Try. Again.","December 1998","Ducky has been worried about Alex ever since the party at Jay’s, when Alex “accidentally” tried to hurt himself. He can’t talk to Sunny about it; she’s got enough going on with her terminally ill mom."
"1585612253-157","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Ex-Best_Friend","https://babysittersclub.fandom.com/wiki/Stacey%27s_Ex-Best_Friend","Stacey's Ex-Best Friend","The Baby-Sitters Club","51","Ann M. Martin","Hodges Soileau","Is Stacey's friend Laine super mature or just a super snob?","February 1992","In Stacey’s Ex-Best Friend, Stacey and the members of the Baby-sitters Club plan a Valentine’s Day party for their sitting charges. I love writing about Valentine’s Day. In fact, every time I’m plotting a BSC or a Baby-sitters Little Sister book that will be published in February, I ask my editor if Valentine’s Day can be one of the themes."
"1585612177-39","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/The_Summer_Before","https://babysittersclub.fandom.com/wiki/The_Summer_Before","The Summer Before","The Baby-Sitters Club","Prequel","Ann M. Martin","null","null","April 2010 (Hardcover) 
 April 2011 (paperback)","Separately, it's a lot to deal with. But together, these friends will find a way to make it through — with plenty of laughter, tears, and surprises along the way."
"1585612682-824","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_%2B_Bart_%3D_%3F","https://babysittersclub.fandom.com/wiki/Kristy_%2B_Bart_%3D_%3F","Kristy + Bart = ?","The Baby-Sitters Club","95","Ann M. Martin, Peter Lerangis","Hodges Soileau","They're just good friends. Right?","March 1996","Or are they? Lately, Bart seems a little more serious. Kristy doesn't mind, exactly, It isn't that she doesn't like Bart — she definitely does. But she's not sure she likes him like that. And what's going to happen to their friendship if they become a Couple?"
